games                                      ,country ,sport ,gold ,silver ,bronze ,men ,women
1992_barcelona_olympics                    ,ISR     ,WLF   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,ITA     ,WLF   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,JPN     ,WLF   ,   0 ,     0 ,     0 , 10 ,    0
1992_barcelona_olympics                    ,KEN     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,KOR     ,WLF   ,   1 ,     0 ,     0 , 10 ,    0
1992_barcelona_olympics                    ,KUW     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,LAT     ,WLF   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,LBA     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,LBN     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,MAD     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,MAR     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,MGL     ,WLF   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,NCA     ,WLF   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,NGR     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,PAN     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,PER     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,PNG     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,POL     ,WLF   ,   0 ,     1 ,     2 ,  9 ,    0
1992_barcelona_olympics                    ,PRK     ,WLF   ,   0 ,     0 ,     1 , 10 ,    0
1992_barcelona_olympics                    ,PUR     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,ROU     ,WLF   ,   0 ,     0 ,     1 ,  6 ,    0
1992_barcelona_olympics                    ,RSA     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,SAM     ,WLF   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,SOL     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,SRI     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,SUD     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,SWE     ,WLF   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,TCH     ,WLF   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,TGA     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,THA     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,TPE     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,TUN     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,TUR     ,WLF   ,   1 ,     0 ,     0 ,  6 ,    0
1992_barcelona_olympics                    ,URU     ,WLF   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,USA     ,WLF   ,   0 ,     0 ,     0 , 10 ,    0
1992_barcelona_olympics                    ,VEN     ,WLF   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,ALG     ,BOX   ,   0 ,     0 ,     1 ,  8 ,    0
1992_barcelona_olympics                    ,ANG     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,ARG     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,ASA     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,AUS     ,BOX   ,   0 ,     0 ,     0 ,  6 ,    0
1992_barcelona_olympics                    ,BAR     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,BEL     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,BOT     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,BRA     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,BUL     ,BOX   ,   0 ,     1 ,     1 ,  7 ,    0
1992_barcelona_olympics                    ,CAN     ,BOX   ,   0 ,     1 ,     1 , 10 ,    0
1992_barcelona_olympics                    ,CHI     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,CHN     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,COD     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,COL     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,CRO     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,CUB     ,BOX   ,   7 ,     2 ,     0 , 12 ,    0
1992_barcelona_olympics                    ,DEN     ,BOX   ,   0 ,     0 ,     1 ,  4 ,    0
1992_barcelona_olympics                    ,DOM     ,BOX   ,   0 ,     0 ,     0 ,  6 ,    0
1992_barcelona_olympics                    ,EGY     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,ESP     ,BOX   ,   0 ,     1 ,     0 ,  7 ,    0
1992_barcelona_olympics                    ,EUN     ,BOX   ,   0 ,     1 ,     1 , 12 ,    0
1992_barcelona_olympics                    ,FIN     ,BOX   ,   0 ,     0 ,     1 ,  1 ,    0
1992_barcelona_olympics                    ,FRA     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,GAB     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,GBR     ,BOX   ,   0 ,     0 ,     1 , 10 ,    0
1992_barcelona_olympics                    ,GER     ,BOX   ,   2 ,     1 ,     1 , 12 ,    0
1992_barcelona_olympics                    ,GHA     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,GRE     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,GUA     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,GUY     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,HUN     ,BOX   ,   0 ,     0 ,     3 ,  8 ,    0
1992_barcelona_olympics                    ,INA     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,IND     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,IRI     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,IRL     ,BOX   ,   1 ,     1 ,     0 ,  6 ,    0
1992_barcelona_olympics                    ,IRQ     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,ISV     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,ITA     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,JAM     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,JPN     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,KEN     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,KOR     ,BOX   ,   0 ,     0 ,     2 , 11 ,    0
1992_barcelona_olympics                    ,LAO     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,LAT     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,LTU     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,MAD     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,MAR     ,BOX   ,   0 ,     0 ,     1 ,  7 ,    0
1992_barcelona_olympics                    ,MEX     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,MGL     ,BOX   ,   0 ,     0 ,     1 ,  6 ,    0
1992_barcelona_olympics                    ,NAM     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,NCA     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,NED     ,BOX   ,   0 ,     1 ,     1 ,  5 ,    0
1992_barcelona_olympics                    ,NGR     ,BOX   ,   0 ,     2 ,     0 ,  9 ,    0
1992_barcelona_olympics                    ,NOR     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,NZL     ,BOX   ,   0 ,     0 ,     1 ,  3 ,    0
1992_barcelona_olympics                    ,PAK     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,PHI     ,BOX   ,   0 ,     0 ,     1 ,  6 ,    0
1992_barcelona_olympics                    ,PNG     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,POL     ,BOX   ,   0 ,     0 ,     1 ,  8 ,    0
1992_barcelona_olympics                    ,PRK     ,BOX   ,   1 ,     0 ,     1 ,  6 ,    0
1992_barcelona_olympics                    ,PUR     ,BOX   ,   0 ,     0 ,     1 ,  8 ,    0
1992_barcelona_olympics                    ,ROU     ,BOX   ,   0 ,     0 ,     1 ,  5 ,    0
1992_barcelona_olympics                    ,RSA     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,SAM     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,SEY     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,SWE     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,SWZ     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,TAN     ,BOX   ,   0 ,     0 ,     0 ,  5 ,    0
1992_barcelona_olympics                    ,TCH     ,BOX   ,   0 ,     0 ,     0 ,  4 ,    0
1992_barcelona_olympics                    ,THA     ,BOX   ,   0 ,     0 ,     1 ,  6 ,    0
1992_barcelona_olympics                    ,TUN     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,TUR     ,BOX   ,   0 ,     0 ,     0 ,  1 ,    0
1992_barcelona_olympics                    ,UGA     ,BOX   ,   0 ,     0 ,     0 ,  3 ,    0
1992_barcelona_olympics                    ,URU     ,BOX   ,   0 ,     0 ,     0 ,  2 ,    0
1992_barcelona_olympics                    ,USA     ,BOX   ,   1 ,     1 ,     1 , 12 ,    0
